
random_KNN_25 0.330 0.397 0.413 0.373 0.373 0.307 0.353 0.350 0.393 0.363 0.370 0.377 0.380 0.353 0.360 0.390 0.353 0.320 0.380 0.277
random_KNN_100 0.330 0.397 0.413 0.373 0.373 0.307 0.353 0.350 0.393 0.363 0.370 0.377 0.380 0.353 0.360 0.390 0.353 0.320 0.380 0.277
random_KNN_50 0.330 0.397 0.413 0.373 0.373 0.307 0.353 0.350 0.393 0.363 0.370 0.377 0.380 0.353 0.360 0.390 0.353 0.320 0.380 0.277
random_DTC_25 0.277 0.320 0.243 0.320 0.243 0.280 0.280 0.183 0.217 0.340 0.390 0.210 0.293 0.300 0.230 0.343 0.260 0.293 0.233 0.397
random_DTC_100 0.277 0.320 0.243 0.320 0.243 0.280 0.280 0.183 0.217 0.340 0.390 0.210 0.293 0.300 0.230 0.343 0.260 0.293 0.233 0.397
random_DTC_50 0.277 0.320 0.243 0.320 0.243 0.280 0.280 0.183 0.217 0.340 0.390 0.210 0.293 0.300 0.230 0.343 0.260 0.293 0.233 0.397
random_RF_25 0.330 0.383 0.360 0.350 0.350 0.353 0.327 0.347 0.367 0.340 0.337 0.313 0.283 0.320 0.317 0.363 0.197 0.367 0.323 0.373
random_RF_100 0.330 0.383 0.360 0.350 0.350 0.353 0.327 0.347 0.367 0.340 0.337 0.313 0.283 0.320 0.317 0.363 0.197 0.367 0.323 0.373
random_RF_50 0.330 0.383 0.360 0.350 0.350 0.353 0.327 0.347 0.367 0.340 0.337 0.313 0.283 0.320 0.317 0.363 0.197 0.367 0.323 0.373
random_SVM_25 0.040 0.027 0.017 0.043 0.027 0.033 0.000 0.017 0.050 0.000 0.027 0.027 0.027 0.027 0.017 0.017 0.017 0.000 0.000 0.000
random_SVM_100 0.040 0.027 0.017 0.043 0.027 0.033 0.000 0.017 0.050 0.000 0.027 0.027 0.027 0.027 0.017 0.017 0.017 0.000 0.000 0.000
random_SVM_50 0.040 0.027 0.017 0.043 0.027 0.033 0.000 0.017 0.050 0.000 0.027 0.027 0.027 0.027 0.017 0.017 0.017 0.000 0.000 0.000
