
random_KNN_25 0.303 0.290 0.297 0.297 0.303 0.307 0.307 0.290 0.307 0.297 0.290 0.290 0.297 0.310 0.297 0.300 0.290 0.283 0.307 0.307
random_KNN_100 0.303 0.290 0.297 0.297 0.303 0.307 0.307 0.290 0.307 0.297 0.290 0.290 0.297 0.310 0.297 0.300 0.290 0.283 0.307 0.307
random_KNN_50 0.303 0.290 0.297 0.297 0.303 0.307 0.307 0.290 0.307 0.297 0.290 0.290 0.297 0.310 0.297 0.300 0.290 0.283 0.307 0.307
random_DTC_25 0.393 0.367 0.393 0.413 0.417 0.383 0.403 0.373 0.393 0.380 0.387 0.370 0.373 0.367 0.357 0.363 0.390 0.367 0.367 0.413
random_DTC_100 0.393 0.367 0.393 0.413 0.417 0.383 0.403 0.373 0.393 0.380 0.387 0.370 0.373 0.367 0.357 0.363 0.390 0.367 0.367 0.413
random_DTC_50 0.393 0.367 0.393 0.413 0.417 0.383 0.403 0.373 0.393 0.380 0.387 0.370 0.373 0.367 0.357 0.363 0.390 0.367 0.367 0.413
random_RF_25 0.373 0.380 0.373 0.377 0.373 0.373 0.370 0.373 0.373 0.387 0.387 0.387 0.370 0.370 0.377 0.377 0.383 0.373 0.373 0.373
random_RF_100 0.373 0.380 0.373 0.377 0.373 0.373 0.370 0.373 0.373 0.387 0.387 0.387 0.370 0.370 0.377 0.377 0.383 0.373 0.373 0.373
random_RF_50 0.373 0.380 0.373 0.377 0.373 0.373 0.370 0.373 0.373 0.387 0.387 0.387 0.370 0.370 0.377 0.377 0.383 0.373 0.373 0.373
random_SVM_25 0.240 0.293 0.157 0.077 0.240 0.150 0.283 0.157 0.240 0.200 0.280 0.203 0.220 0.237 0.137 0.157 0.237 0.200 0.253 0.163
random_SVM_100 0.240 0.293 0.157 0.077 0.240 0.150 0.283 0.157 0.240 0.200 0.280 0.203 0.220 0.237 0.137 0.157 0.237 0.200 0.253 0.163
random_SVM_50 0.240 0.293 0.157 0.077 0.240 0.150 0.283 0.157 0.240 0.200 0.280 0.203 0.220 0.237 0.137 0.157 0.237 0.200 0.253 0.163
smac_KNN_25 0.365 0.317 0.391 0.393 0.383 0.395 0.321 0.368 0.393 0.407 0.395 0.297 0.297 0.405 0.395 0.383 0.368 0.383 0.385 0.407
smac_KNN_100 0.403 0.383 0.403 0.403 0.407 0.407 0.407 0.403 0.407 0.383 0.403 0.412 0.395 0.383 0.407 0.392 0.403 0.403 0.403 0.403
smac_KNN_50 0.395 0.395 0.383 0.383 0.395 0.407 0.393 0.407 0.393 0.403 0.316 0.407 0.395 0.393 0.403 0.403 0.391 0.393 0.407 0.407
smac_DTC_25 0.363 0.363 0.363 0.390 0.363 0.363 0.363 0.432 0.432 0.363 0.363 0.360 0.363 0.430 0.418 0.363 0.363 0.363 0.363 0.363
smac_DTC_100 0.363 0.363 0.363 0.363 0.363 0.363 0.363 0.363 0.363 0.363 0.363 0.363 0.363 0.363 0.363 0.363 0.363 0.363 0.363 0.363
smac_DTC_50 0.430 0.363 0.363 0.377 0.363 0.363 0.363 0.432 0.363 0.363 0.363 0.432 0.363 0.430 0.363 0.363 0.363 0.363 0.363 0.419
smac_RF_25 0.381 0.376 0.379 0.395 0.379 0.384 0.376 0.377 0.375 0.365 0.381 0.389 0.383 0.371 0.376 0.377 0.379 0.375 0.381 0.377
smac_RF_100 0.373 0.374 0.375 0.370 0.376 0.376 0.383 0.371 0.373 0.374 0.371 0.371 0.373 0.377 0.371 0.373 0.375 0.375 0.373 0.375
smac_RF_50 0.376 0.381 0.382 0.376 0.383 0.381 0.380 0.381 0.379 0.377 0.381 0.381 0.376 0.383 0.382 0.381 0.374 0.381 0.381 0.376
smac_SVM_25 0.346 0.317 0.344 0.363 0.377 0.343 0.351 0.351 0.347 0.323 0.329 0.364 0.311 0.335 0.311 0.356 0.315 0.322 0.352 0.353
