
random_KNN_25 0.343 0.350 0.347 0.340 0.340 0.347 0.357 0.347 0.353 0.347 0.353 0.353 0.340 0.340 0.340 0.347 0.347 0.357 0.347 0.350
random_KNN_100 0.343 0.350 0.347 0.340 0.340 0.347 0.357 0.347 0.353 0.347 0.353 0.353 0.340 0.340 0.340 0.347 0.347 0.357 0.347 0.350
random_KNN_50 0.343 0.350 0.347 0.340 0.340 0.347 0.357 0.347 0.353 0.347 0.353 0.353 0.340 0.340 0.340 0.347 0.347 0.357 0.347 0.350
random_DTC_25 0.347 0.343 0.377 0.350 0.367 0.343 0.340 0.347 0.337 0.337 0.337 0.350 0.333 0.350 0.363 0.330 0.357 0.330 0.347 0.357
random_DTC_100 0.347 0.343 0.377 0.350 0.367 0.343 0.340 0.347 0.337 0.337 0.337 0.350 0.333 0.350 0.363 0.330 0.357 0.330 0.347 0.357
random_DTC_50 0.347 0.343 0.377 0.350 0.367 0.343 0.340 0.347 0.337 0.337 0.337 0.350 0.333 0.350 0.363 0.330 0.357 0.330 0.347 0.357
random_RF_25 0.330 0.333 0.333 0.330 0.337 0.330 0.333 0.333 0.333 0.330 0.337 0.337 0.337 0.333 0.330 0.333 0.330 0.330 0.337 0.333
random_RF_100 0.330 0.333 0.333 0.330 0.337 0.330 0.333 0.333 0.333 0.330 0.337 0.337 0.337 0.333 0.330 0.333 0.330 0.330 0.337 0.333
random_RF_50 0.330 0.333 0.333 0.330 0.337 0.330 0.333 0.333 0.333 0.330 0.337 0.337 0.337 0.333 0.330 0.333 0.330 0.330 0.337 0.333
random_SVM_25 0.387 0.387 0.390 0.390 0.390 0.383 0.380 0.383 0.390 0.380 0.387 0.390 0.383 0.383 0.383 0.390 0.387 0.387 0.387 0.383
random_SVM_100 0.387 0.387 0.390 0.390 0.390 0.383 0.380 0.383 0.390 0.380 0.387 0.390 0.383 0.383 0.383 0.390 0.387 0.387 0.387 0.383
random_SVM_50 0.387 0.387 0.390 0.390 0.390 0.383 0.380 0.383 0.390 0.380 0.387 0.390 0.383 0.383 0.383 0.390 0.387 0.387 0.387 0.383
de_KNN_25 0.350 0.357 0.363 0.350 0.357 0.343 0.340 0.343 0.343 0.343 0.340 0.357 0.340 0.343 0.350 0.353 0.340 0.353 0.370 0.353
de_KNN_100 0.340 0.340 0.357 0.350 0.357 0.360 0.343 0.357 0.350 0.340 0.350 0.347 0.340 0.340 0.353 0.347 0.353 0.357 0.343 0.353
de_KNN_50 0.347 0.350 0.350 0.357 0.350 0.353 0.340 0.347 0.357 0.340 0.357 0.357 0.350 0.347 0.340 0.343 0.343 0.357 0.343 0.340
de_DTC_25 0.340 0.347 0.337 0.347 0.357 0.360 0.333 0.337 0.343 0.327 0.353 0.347 0.357 0.353 0.353 0.347 0.363 0.370 0.340 0.327
de_DTC_100 0.350 0.347 0.347 0.340 0.337 0.350 0.347 0.350 0.347 0.333 0.347 0.350 0.353 0.367 0.340 0.357 0.357 0.337 0.340 0.347
de_DTC_50 0.337 0.340 0.337 0.353 0.350 0.327 0.333 0.337 0.347 0.337 0.340 0.357 0.337 0.337 0.347 0.337 0.337 0.343 0.353 0.343
de_RF_25 0.330 0.330 0.330 0.333 0.333 0.333 0.330 0.333 0.343 0.330 0.330 0.337 0.333 0.330 0.333 0.340 0.337 0.337 0.333 0.330
de_RF_100 0.330 0.340 0.337 0.340 0.340 0.340 0.340 0.333 0.337 0.333 0.333 0.333 0.337 0.337 0.333 0.333 0.330 0.333 0.330 0.330
de_RF_50 0.330 0.330 0.337 0.337 0.330 0.333 0.337 0.330 0.333 0.333 0.333 0.337 0.337 0.330 0.333 0.330 0.333 0.333 0.333 0.333
de_SVM_25 0.383 0.383 0.387 0.383 0.387 0.387 0.380 0.387 0.387 0.380 0.387 0.383 0.383 0.383 0.387 0.380 0.383 0.383 0.390 0.383
de_SVM_100 0.383 0.390 0.380 0.383 0.387 0.390 0.383 0.383 0.387 0.390 0.383 0.383 0.390 0.387 0.380 0.383 0.387 0.390 0.387 0.390
de_SVM_50 0.383 0.390 0.383 0.387 0.387 0.387 0.390 0.383 0.387 0.387 0.383 0.383 0.387 0.383 0.387 0.387 0.387 0.383 0.390 0.380
grid_KNN_25 0.383 0.347 0.347 0.347 0.363
grid_KNN_100 0.360 0.340 0.357 0.357 0.357
grid_KNN_50 0.343 0.360 0.340 0.357 0.357
grid_DTC_25 0.330 0.330 0.330 0.330 0.330
grid_DTC_100 0.343 0.370 0.353 0.347 0.360
grid_DTC_50 0.330 0.330 0.330 0.330 0.330
grid_RF_25 0.330 0.330 0.330 0.330 0.330
grid_RF_100 0.330 0.330 0.330 0.330 0.330
grid_RF_50 0.330 0.330 0.330 0.330 0.330
grid_SVM_25 0.380 0.380 0.380 0.380 0.380
grid_SVM_100 0.387 0.383 0.383 0.383 0.383
grid_SVM_50 0.390 0.390 0.390 0.390 0.390
