
random_KNN_25 0.213 0.283 0.250 0.280 0.250 0.257 0.310 0.277 0.270 0.263 0.220 0.233 0.260 0.243 0.273 0.257 0.267 0.313 0.213 0.230
random_KNN_100 0.213 0.283 0.250 0.280 0.250 0.257 0.310 0.277 0.270 0.263 0.220 0.233 0.260 0.243 0.273 0.257 0.267 0.313 0.213 0.230
random_KNN_50 0.213 0.283 0.250 0.280 0.250 0.257 0.310 0.277 0.270 0.263 0.220 0.233 0.260 0.243 0.273 0.257 0.267 0.313 0.213 0.230
random_DTC_25 0.277 0.277 0.283 0.000 0.177 0.210 0.300 0.303 0.213 0.183 0.273 0.197 0.240 0.167 0.260 0.203 0.203 0.177 0.207 0.163
random_DTC_100 0.277 0.277 0.283 0.000 0.177 0.210 0.300 0.303 0.213 0.183 0.273 0.197 0.240 0.167 0.260 0.203 0.203 0.177 0.207 0.163
random_DTC_50 0.277 0.277 0.283 0.000 0.177 0.210 0.300 0.303 0.213 0.183 0.273 0.197 0.240 0.167 0.260 0.203 0.203 0.177 0.207 0.163
random_RF_25 0.163 0.167 0.243 0.207 0.230 0.230 0.227 0.183 0.203 0.233 0.180 0.220 0.163 0.223 0.223 0.240 0.260 0.200 0.157 0.177
random_RF_100 0.163 0.167 0.243 0.207 0.230 0.230 0.227 0.183 0.203 0.233 0.180 0.220 0.163 0.223 0.223 0.240 0.260 0.200 0.157 0.177
random_RF_50 0.163 0.167 0.243 0.207 0.230 0.230 0.227 0.183 0.203 0.233 0.180 0.220 0.163 0.223 0.223 0.240 0.260 0.200 0.157 0.177
random_SVM_25 0.020 0.000 0.010 0.000 0.020 0.000 0.000 0.010 0.010 0.020 0.000 0.020 0.020 0.000 0.010 0.040 0.020 0.010 0.020 0.000
random_SVM_100 0.020 0.000 0.010 0.000 0.020 0.000 0.000 0.010 0.010 0.020 0.000 0.020 0.020 0.000 0.010 0.040 0.020 0.010 0.020 0.000
random_SVM_50 0.020 0.000 0.010 0.000 0.020 0.000 0.000 0.010 0.010 0.020 0.000 0.020 0.020 0.000 0.010 0.040 0.020 0.010 0.020 0.000
smac_KNN_25 0.143 0.200 0.151 0.078 0.111 0.175 0.083 0.143 0.120 0.290 0.145 0.200 0.148 0.151 0.196 0.083 0.125 0.083 0.145 0.148
smac_KNN_100 0.125 0.120 0.083 0.175 0.200 0.083 0.214 0.083 0.113 0.203 0.140 0.151 0.154 0.122 0.148 0.083 0.125 0.078 0.148 0.118
smac_KNN_50 0.179 0.083 0.151 0.218 0.182 0.148 0.083 0.120 0.083 0.083 0.218 0.154 0.148 0.083 0.196 0.111 0.115 0.222 0.115 0.113
smac_DTC_25 0.212 0.369 0.212 0.212 0.219 0.246 0.212 0.151 0.242 0.000 0.125 0.212 0.226 0.212 0.212 0.212 0.212 0.222 0.212 0.212
smac_DTC_100 0.212 0.151 0.151 0.212 0.212 0.246 0.182 0.000 0.242 0.242 0.000 0.151 0.164 0.303 0.212 0.212 0.218 0.212 0.179 0.222
smac_DTC_50 0.212 0.219 0.212 0.212 0.212 0.242 0.212 0.125 0.000 0.172 0.212 0.212 0.151 0.156 0.156 0.000 0.212 0.222 0.197 0.212
smac_RF_25 0.148 0.290 0.304 0.286 0.306 0.308 0.200 0.296 0.300 0.325 0.325 0.300 0.321 0.329 0.313 0.312 0.172 0.304 0.325 0.296
smac_RF_100 0.278 0.271 0.312 0.219 0.200 0.271 0.295 0.000 0.045 0.262 0.313 0.113 0.300 0.179 0.259 0.080 0.305 0.182 0.286 0.241
smac_RF_50 0.313 0.045 0.321 0.304 0.167 0.302 0.324 0.308 0.304 0.317 0.289 0.325 0.300 0.329 0.167 0.300 0.325 0.207 0.196 0.182
smac_SVM_25 0.182 0.179 0.185 0.211 0.179
smac_SVM_50 0.179 0.197 0.214 0.175 0.179
de_KNN_25 0.267 0.277 0.277 0.323 0.280 0.250 0.273 0.280 0.287 0.230 0.270 0.297 0.273 0.240 0.260 0.257 0.277 0.200 0.297 0.270
de_KNN_100 0.277 0.283 0.260 0.267 0.287 0.263 0.313 0.310 0.240 0.323 0.277 0.270 0.293 0.257 0.280 0.277 0.260 0.280 0.237 0.273
de_KNN_50 0.267 0.273 0.263 0.220 0.260 0.280 0.267 0.247 0.280 0.280 0.263 0.180 0.277 0.310 0.297 0.267 0.280 0.290 0.287 0.253
de_DTC_25 0.257 0.230 0.297 0.127 0.117 0.117 0.173 0.233 0.050 0.230 0.280 0.163 0.287 0.223 0.283 0.317 0.303 0.257 0.247 0.230
de_DTC_100 0.187 0.210 0.127 0.270 0.233 0.257 0.233 0.253 0.277 0.237 0.240 0.257 0.230 0.240 0.197 0.277 0.217 0.263 0.197 0.240
de_DTC_50 0.200 0.250 0.263 0.213 0.193 0.267 0.180 0.137 0.140 0.193 0.250 0.217 0.170 0.257 0.230 0.257 0.213 0.233 0.073 0.167
de_RF_25 0.233 0.260 0.217 0.180 0.167 0.153 0.237 0.227 0.243 0.257 0.233 0.160 0.197 0.267 0.103 0.220 0.240 0.263 0.223 0.257
de_RF_100 0.193 0.207 0.233 0.243 0.233 0.157 0.187 0.217 0.123 0.217 0.143 0.217 0.233 0.193 0.197 0.237 0.243 0.227 0.230 0.243
de_RF_50 0.240 0.210 0.247 0.237 0.123 0.213 0.250 0.193 0.240 0.200 0.220 0.200 0.243 0.223 0.233 0.203 0.190 0.200 0.217 0.250
de_SVM_25 0.030 0.000 0.020 0.020 0.020 0.000 0.020 0.000 0.010 0.020 0.000 0.000 0.020 0.020 0.020 0.010 0.020 0.020 0.000 0.030
de_SVM_100 0.000 0.000 0.000 0.000 0.020 0.000 0.050 0.020 0.000 0.000 0.040 0.020 0.060 0.000 0.000 0.020 0.020 0.030 0.020 0.020
de_SVM_50 0.000 0.000 0.020 0.010 0.010 0.030 0.000 0.000 0.000 0.000 0.040 0.010 0.000 0.020 0.020 0.020 0.010 0.000 0.020 0.020
grid_KNN_25 0.283 0.290 0.237 0.253 0.340
grid_KNN_100 0.283 0.290 0.237 0.253 0.340
grid_KNN_50 0.283 0.290 0.237 0.253 0.340
grid_DTC_25 0.140 0.213 0.070 0.213 0.237
grid_DTC_100 0.193 0.260 0.183 0.143 0.213
