
default_KNN_50 0.680 0.673 0.673 0.663
default_DTC_50 0.633 0.637 0.677 0.637
default_RF_50 0.670 0.673 0.663 0.667
default_SVM_50 0.617 0.620 0.617 0.617
smac_KNN_50 0.558 0.613 0.605 0.558
smac_DTC_50 0.632 0.665 0.634 0.667
smac_RF_50 0.696 0.660 0.693 0.704
smac_SVM_50 0.616 0.707 0.663 0.674
random_KNN_50 0.673 0.660 0.653 0.673
random_DTC_50 0.633 0.693 0.727 0.717
random_RF_50 0.717 0.717 0.710 0.723
random_SVM_50 0.750 0.737 0.737 0.737
de_KNN_50 0.657 0.650 0.637 0.660
de_DTC_50 0.753 0.723 0.743 0.750
de_RF_50 0.710 0.717 0.727 0.707
de_SVM_50 0.737 0.737 0.737 0.710
grid_RF_50 0.670 0.677 0.670 0.677
