
rank ,                 name ,    med   ,  iqr 
----------------------------------------------------
   1 ,        random_SVM_50 ,    0.0   ,  0.0 (*              |              ), 0.00,  0.00,  0.00,  0.00,  0.00
   1 ,            de_SVM_25 ,    0.0   ,  0.0 (*              |              ), 0.00,  0.00,  0.00,  0.00,  0.00
   1 ,       random_SVM_100 ,    0.0   ,  0.0 (*              |              ), 0.00,  0.00,  0.00,  0.00,  0.00
   1 ,          grid_SVM_25 ,    0.0   ,  0.0 (*              |              ), 0.00,  0.00,  0.00,  0.00,  0.00
   1 ,         grid_SVM_100 ,    0.0   ,  0.0 (*              |              ), 0.00,  0.00,  0.00,  0.00,  0.00
   1 ,           de_SVM_100 ,    0.0   ,  0.0 (*              |              ), 0.00,  0.00,  0.00,  0.00,  0.00
   1 ,            de_SVM_50 ,    0.0   ,  0.0 (*              |              ), 0.00,  0.00,  0.00,  0.00,  0.00
   1 ,        random_SVM_25 ,    0.0   ,  0.0 (*              |              ), 0.00,  0.00,  0.00,  0.00,  0.00
   1 ,          grid_SVM_50 ,    0.0   ,  0.0 (*              |              ), 0.00,  0.00,  0.00,  0.00,  0.00
   2 ,          grid_RF_100 ,    0.05   ,  0.0 ( *             |              ), 0.05,  0.05,  0.05,  0.05,  0.05
   2 ,           grid_RF_50 ,    0.05   , 0.01 ( *             |              ), 0.05,  0.05,  0.05,  0.05,  0.06
   2 ,        random_RF_100 ,    0.05   ,  0.0 ( *             |              ), 0.05,  0.05,  0.05,  0.05,  0.05
   2 ,         random_RF_50 ,    0.05   ,  0.0 ( *             |              ), 0.05,  0.05,  0.05,  0.05,  0.05
   2 ,         random_RF_25 ,    0.05   ,  0.0 ( *             |              ), 0.05,  0.05,  0.05,  0.05,  0.05
   2 ,           grid_RF_25 ,    0.05   , 0.01 ( *             |              ), 0.05,  0.05,  0.05,  0.05,  0.06
   2 ,             de_RF_25 ,    0.06   , 0.01 (  *            |              ), 0.05,  0.05,  0.06,  0.06,  0.06
   2 ,            de_RF_100 ,    0.06   , 0.01 (  *            |              ), 0.05,  0.05,  0.06,  0.06,  0.06
   2 ,        random_KNN_50 ,    0.06   ,  0.0 (  *            |              ), 0.06,  0.06,  0.06,  0.06,  0.06
   2 ,         grid_KNN_100 ,    0.06   ,  0.0 ( -*            |              ), 0.05,  0.06,  0.06,  0.06,  0.06
   2 ,           de_KNN_100 ,    0.06   ,  0.0 ( -*            |              ), 0.05,  0.06,  0.06,  0.06,  0.06
   2 ,        random_KNN_25 ,    0.06   ,  0.0 (  *            |              ), 0.06,  0.06,  0.06,  0.06,  0.06
   2 ,       random_KNN_100 ,    0.06   ,  0.0 (  *            |              ), 0.06,  0.06,  0.06,  0.06,  0.06
   2 ,        random_DTC_25 ,    0.06   , 0.01 ( -*            |              ), 0.05,  0.06,  0.06,  0.06,  0.07
   2 ,            de_DTC_25 ,    0.06   ,  0.0 ( -*            |              ), 0.05,  0.06,  0.06,  0.06,  0.06
   2 ,          grid_KNN_25 ,    0.06   ,  0.0 ( -*            |              ), 0.05,  0.06,  0.06,  0.06,  0.06
