
rank ,                 name ,    med   ,  iqr 
----------------------------------------------------
   1 ,        random_SVM_50 ,    0.0   ,  0.0 (*              |              ), 0.00,  0.00,  0.00,  0.00,  0.00
   2 ,            de_KNN_25 ,    0.06   , 0.01 ( -*            |              ), 0.05,  0.06,  0.06,  0.06,  0.07
   2 ,          grid_KNN_50 ,    0.06   ,  0.0 ( -*            |              ), 0.05,  0.06,  0.06,  0.06,  0.06
   2 ,        random_DTC_50 ,    0.06   , 0.01 ( -*            |              ), 0.05,  0.06,  0.06,  0.06,  0.07
   2 ,            de_KNN_50 ,    0.06   ,  0.0 ( -*            |              ), 0.05,  0.06,  0.06,  0.06,  0.06
   2 ,       random_DTC_100 ,    0.06   , 0.01 ( -*            |              ), 0.05,  0.06,  0.06,  0.06,  0.07
   2 ,             de_RF_50 ,    0.06   ,  0.0 (  *            |              ), 0.06,  0.06,  0.06,  0.06,  0.06
   2 ,            de_DTC_50 ,    0.06   , 0.01 ( -*            |              ), 0.05,  0.06,  0.06,  0.06,  0.07
   2 ,           de_DTC_100 ,    0.06   , 0.01 (  *            |              ), 0.06,  0.06,  0.06,  0.06,  0.07
   2 ,          grid_DTC_50 ,    0.06   , 0.01 ( -*            |              ), 0.05,  0.06,  0.06,  0.06,  0.07
   2 ,          grid_DTC_25 ,    0.08   , 0.03 (  *            |              ), 0.04,  0.05,  0.08,  0.08,  0.08
   2 ,         grid_DTC_100 ,    0.07   , 0.01 (  *            |              ), 0.06,  0.06,  0.07,  0.07,  0.07
   3 ,          smac_KNN_25 ,    0.65   , 0.07 (               |    -  *      ), 0.58,  0.60,  0.65,  0.65,  0.67
   3 ,         smac_KNN_100 ,    0.65   , 0.08 (               |      -*--    ), 0.62,  0.65,  0.65,  0.65,  0.73
   3 ,          smac_DTC_25 ,    0.67   , 0.06 (               |        *-    ), 0.67,  0.67,  0.67,  0.67,  0.73
   3 ,         smac_DTC_100 ,    0.67   , 0.02 (               |      --*     ), 0.62,  0.67,  0.67,  0.67,  0.69
   3 ,          smac_DTC_50 ,    0.69   ,  0.1 (               |        *--   ), 0.65,  0.65,  0.69,  0.69,  0.75
   3 ,          smac_KNN_50 ,    0.69   , 0.02 (               |      --*     ), 0.62,  0.67,  0.69,  0.69,  0.69
   3 ,          smac_SVM_50 ,    0.69   ,  0.1 (               |       -*---  ), 0.65,  0.69,  0.69,  0.69,  0.79
   3 ,          smac_SVM_25 ,    0.73   , 0.08 (               |          *   ), 0.67,  0.69,  0.73,  0.73,  0.77
   4 ,           smac_RF_25 ,    0.79   , 0.04 (               |         -- * ), 0.71,  0.75,  0.79,  0.79,  0.79
   4 ,           smac_RF_50 ,    0.79   , 0.02 (               |          - * ), 0.73,  0.77,  0.79,  0.79,  0.79
   4 ,          smac_RF_100 ,    0.79   , 0.04 (               |            * ), 0.75,  0.77,  0.79,  0.79,  0.81
   4 ,         smac_SVM_100 ,    0.81   , 0.04 (               |          -- *), 0.73,  0.79,  0.81,  0.81,  0.83
