
\textcolor{huyblack}{default_KNN_25} 0.763 0.753 0.747 0.763
\textcolor{huyblack}{default_DTC_25} 0.617 0.637 0.657 0.663
\textcolor{huyblack}{default_RF_25} 0.723 0.703 0.670 0.707
\textcolor{huyblack}{default_SVM_25} 0.763 0.760 0.760 0.763
\textcolor{huygray}{smac_KNN_25} 0.568 0.505 0.505 0.505
\textcolor{huygray}{smac_DTC_25} 0.532 0.622 0.593 0.592
\textcolor{huygray}{smac_RF_25} 0.729 0.721 0.727 0.728
\textcolor{huygray}{smac_SVM_25} 0.690 0.703 0.710 0.722
\textcolor{huygreen}{random_KNN_25} 0.737 0.740 0.737 0.743
\textcolor{huygreen}{random_DTC_25} 0.727 0.647 0.717 0.583
\textcolor{huygreen}{random_RF_25} 0.740 0.743 0.730 0.753
\textcolor{huygreen}{random_SVM_25} 0.743 0.743 0.743 0.750
\textcolor{huypink}{de_KNN_25} 0.737 0.740 0.737 0.753
\textcolor{huypink}{de_DTC_25} 0.633 0.683 0.600 0.640
\textcolor{huypink}{de_RF_25} 0.740 0.740 0.750 0.730
\textcolor{huypink}{de_SVM_25} 0.753 0.757 0.757 0.747
\textcolor{huyblue}{grid_KNN_25} 0.737 0.740 0.753 0.757
\textcolor{huyblue}{grid_DTC_25} 0.597 0.560 0.763 0.767
\textcolor{huyblue}{grid_RF_25} 0.760 0.757 0.757 0.757
\textcolor{huyblue}{grid_SVM_25} 0.760 0.760 0.760 0.767
