
\textcolor{huyblack}{default_KNN_100} 0.447 0.460 0.447 0.443
\textcolor{huyblack}{default_DTC_100} 0.413 0.463 0.447 0.407
\textcolor{huyblack}{default_RF_100} 0.527 0.490 0.487 0.507
\textcolor{huyblack}{default_SVM_100} 0.000 0.000 0.000 0.000
\textcolor{huygray}{smac_KNN_100} 0.646 0.729 0.625 0.646
\textcolor{huygray}{smac_DTC_100} 0.667 0.625 0.667 0.688
\textcolor{huygray}{smac_RF_100} 0.771 0.750 0.812 0.792
\textcolor{huygray}{smac_SVM_100} 0.833 0.792 0.729 0.812
\textcolor{huygreen}{random_KNN_100} 0.377 0.403 0.400 0.373
\textcolor{huygreen}{random_DTC_100} 0.437 0.413 0.410 0.490
\textcolor{huygreen}{random_RF_100} 0.437 0.430 0.430 0.443
\textcolor{huygreen}{random_SVM_100} 0.000 0.000 0.000 0.000
\textcolor{huypink}{de_KNN_100} 0.370 0.373 0.380 0.380
\textcolor{huypink}{de_DTC_100} 0.433 0.413 0.400 0.493
\textcolor{huypink}{de_RF_100} 0.430 0.433 0.430 0.430
\textcolor{huypink}{de_SVM_100} 0.000 0.000 0.000 0.000
\textcolor{huyblue}{grid_KNN_100} 0.427 0.373 0.373 0.383
\textcolor{huyblue}{grid_DTC_100} 0.450 0.360 0.383 0.383
\textcolor{huyblue}{grid_RF_100} 0.420 0.413 0.413 0.413
\textcolor{huyblue}{grid_SVM_100} 0.000 0.000 0.000 0.000
