
\textcolor{huyblack}{default_KNN_25} 0.004 0.004 0.004 0.004
\textcolor{huyblack}{default_DTC_25} 0.010 0.010 0.010 0.010
\textcolor{huyblack}{default_RF_25} 0.446 0.472 0.641 0.627
\textcolor{huyblack}{default_SVM_25} 0.114 0.115 0.115 0.115
\textcolor{huygray}{smac_KNN_25} 121.086 115.478 113.800 109.675
\textcolor{huygray}{smac_DTC_25} 94.544 96.347 89.626 102.890
\textcolor{huygray}{smac_RF_25} 120.596 115.835 115.569 114.937
\textcolor{huygray}{smac_SVM_25} 149.506 199.570 160.695 169.883
\textcolor{huygreen}{random_KNN_25} 0.181 0.181 0.181 0.181
\textcolor{huygreen}{random_DTC_25} 0.125 0.125 0.125 0.125
\textcolor{huygreen}{random_RF_25} 40.611 40.619 40.676 40.671
\textcolor{huygreen}{random_SVM_25} 0.239 0.239 0.239 0.239
\textcolor{huypink}{de_KNN_25} 0.316 0.316 0.316 0.316
\textcolor{huypink}{de_DTC_25} 0.149 0.148 0.148 0.148
\textcolor{huypink}{de_RF_25} 47.614 47.622 47.679 47.674
\textcolor{huypink}{de_SVM_25} 0.326 0.327 0.327 0.327
\textcolor{huyblue}{grid_KNN_25} 0.106 0.106 0.106 0.106
\textcolor{huyblue}{grid_DTC_25} 0.097 0.097 0.097 0.097
\textcolor{huyblue}{grid_RF_25} 25.653 25.662 25.718 25.713
\textcolor{huyblue}{grid_SVM_25} 0.175 0.176 0.176 0.176
