
\textcolor{huyblack}{default_KNN_100} 0.777 0.753 0.797 0.767
\textcolor{huyblack}{default_DTC_100} 0.613 0.673 0.640 0.627
\textcolor{huyblack}{default_RF_100} 0.753 0.790 0.763 0.747
\textcolor{huyblack}{default_SVM_100} 0.277 0.277 0.277 0.443
\textcolor{huygray}{smac_KNN_100} 0.595 0.595 0.568 0.649
\textcolor{huygray}{smac_DTC_100} 0.486 0.811 0.784 0.595
\textcolor{huygray}{smac_RF_100} 0.730 0.757 0.784 0.730
\textcolor{huygray}{smac_SVM_100} 0.784 0.703 0.784 0.757
\textcolor{huygreen}{random_KNN_100} 0.780 0.793 0.690 0.823
\textcolor{huygreen}{random_DTC_100} 0.730 0.813 0.887 0.777
\textcolor{huygreen}{random_RF_100} 0.813 0.863 0.843 0.883
\textcolor{huygreen}{random_SVM_100} 0.077 0.150 0.043 0.373
\textcolor{huypink}{de_KNN_100} 0.810 0.733 0.803 0.793
\textcolor{huypink}{de_DTC_100} 0.627 0.727 0.777 0.723
\textcolor{huypink}{de_RF_100} 0.883 0.870 0.907 0.823
\textcolor{huypink}{de_SVM_100} 0.167 0.203 0.167 0.333
\textcolor{huyblue}{grid_KNN_100} 0.820 0.793 0.797 0.813
\textcolor{huyblue}{grid_DTC_100} 0.833 0.823 0.740 0.740
\textcolor{huyblue}{grid_RF_100} 0.850 0.797 0.790 0.853
\textcolor{huyblue}{grid_SVM_100} 0.037 0.037 0.043 0.037
