
\textcolor{huyblack}{default_KNN_50} 0.937 0.950 0.953 0.937
\textcolor{huyblack}{default_DTC_50} 0.920 0.907 0.930 0.937
\textcolor{huyblack}{default_RF_50} 0.950 0.963 0.950 0.950
\textcolor{huyblack}{default_SVM_50} 0.750 0.760 0.783 0.743
\textcolor{huygray}{smac_KNN_50} 0.395 0.433 0.319 0.421
\textcolor{huygray}{smac_DTC_50} 0.472 0.383 0.383 0.383
\textcolor{huygray}{smac_RF_50} 0.395 0.395 0.342 0.341
\textcolor{huygray}{smac_SVM_50} 0.408 0.388 0.353 0.413
\textcolor{huygreen}{random_KNN_50} 0.367 0.443 0.437 0.417
\textcolor{huygreen}{random_DTC_50} 0.407 0.430 0.350 0.423
\textcolor{huygreen}{random_RF_50} 0.433 0.417 0.423 0.427
\textcolor{huygreen}{random_SVM_50} 0.017 0.030 0.033 0.000
\textcolor{huypink}{de_KNN_50} 0.390 0.380 0.420 0.380
\textcolor{huypink}{de_DTC_50} 0.423 0.413 0.413 0.443
\textcolor{huypink}{de_RF_50} 0.417 0.427 0.437 0.410
\textcolor{huypink}{de_SVM_50} 0.007 0.020 0.010 0.027
\textcolor{huyblue}{grid_KNN_50} 0.397 0.417 0.427 0.410
\textcolor{huyblue}{grid_DTC_50} 0.377 0.380 0.380 0.380
\textcolor{huyblue}{grid_RF_50} 0.390 0.453 0.437 0.447
\textcolor{huyblue}{grid_SVM_50} 0.000 0.000 0.000 0.000
