
default_KNN_50 2.018 2.018 2.018 2.018
default_DTC_50 2.205 2.205 2.205 2.205
default_RF_50 147.927 147.927 147.927 147.927
default_SVM_50 4.158 4.158 4.158 4.158
smac_KNN_50 232.294 246.757 220.162 214.459
smac_DTC_50 177.547 166.271 161.089 166.714
smac_RF_50 212.903 206.711 211.477 220.092
smac_SVM_50 586.276 401.806 287.695 295.855
random_KNN_50 0.213 0.213 0.213 0.213
random_DTC_50 0.200 0.200 0.200 0.200
random_RF_50 31.337 31.337 31.337 31.337
random_SVM_50 0.444 0.444 0.444 0.444
de_KNN_50 0.257 0.257 0.257 0.257
de_DTC_50 0.171 0.171 0.171 0.171
de_RF_50 66.082 66.082 66.082 66.082
de_SVM_50 0.544 0.544 0.544 0.544
grid_KNN_50 0.119 0.119 0.119 0.119
grid_DTC_50 0.173 0.173 0.173 0.173
grid_RF_50 28.317 28.317 28.317 28.317
grid_SVM_50 0.570 0.570 0.570 0.570
