
default_KNN_25 0.447 0.460 0.447 0.443
default_DTC_25 0.413 0.463 0.447 0.407
default_RF_25 0.527 0.490 0.487 0.507
default_SVM_25 0.000 0.000 0.000 0.000
smac_KNN_25 0.504 0.471 0.489 0.479
smac_DTC_25 0.504 0.356 0.528 0.524
smac_RF_25 0.496 0.515 0.514 0.500
smac_SVM_25 0.484 0.525 0.495 0.532
random_KNN_25 0.097 0.100 0.100 0.100
random_DTC_25 0.107 0.103 0.067 0.097
random_RF_25 0.097 0.103 0.097 0.100
random_SVM_25 0.000 0.000 0.000 0.000
de_KNN_25 0.097 0.100 0.097 0.100
de_DTC_25 0.093 0.083 0.110 0.090
de_RF_25 0.097 0.103 0.097 0.097
de_SVM_25 0.000 0.000 0.000 0.000
grid_KNN_25 0.093 0.110 0.100 0.100
grid_DTC_25 0.120 0.093 0.100 0.120
grid_RF_25 0.093 0.097 0.097 0.097
grid_SVM_25 0.000 0.000 0.000 0.000
